mappedGenes,riskAllele,traitName,pValue,orValue,ChemicalName,Interaction,InteractionActions
THSD7A,rs1595014-T,Alzheimer's disease (APOE e4 interaction),4e-6,1.1904762,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of THSD7A mRNA",affects^cotreatment|increases^expression
THSD7A,rs1595014-T,Alzheimer's disease (APOE e4 interaction),4e-6,1.1904762,mercuric bromide,mercuric bromide results in increased expression of THSD7A mRNA,increases^expression
THSD7A,rs1595014-T,Alzheimer's disease (APOE e4 interaction),4e-6,1.1904762,methylmercuric chloride,methylmercuric chloride results in increased expression of THSD7A mRNA,increases^expression
TLE4,rs74590434-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",8e-6,0.6338772,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TLE4 mRNA",affects^cotreatment|decreases^expression
TLE4,rs74590434-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",8e-6,0.6338772,methylmercuric chloride,methylmercuric chloride results in increased expression of TLE4 mRNA,increases^expression
TMEM106B,rs13237518-A,Alzheimer's disease,5e-11,0.96,Mercuric Chloride,Mercuric Chloride results in decreased expression of TMEM106B mRNA,decreases^expression
TMEM132C,rs73161924-?,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1),2e-6,4.026,methylmercuric chloride,methylmercuric chloride results in decreased expression of TMEM132C mRNA,decreases^expression
TMEM150C,rs183084422-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",1e-6,1.5045593,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TMEM150C mRNA",affects^cotreatment|decreases^expression
TMEM150C,rs183084422-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",1e-6,1.5045593,mercuric bromide,"[NOG protein co-treated with mercuric bromide co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TMEM150C mRNA",affects^cotreatment|decreases^expression
TMEM163,rs76344186-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",2e-6,0.59672433,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TMEM163 mRNA",affects^cotreatment|decreases^expression
TMEM163,rs76344186-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",2e-6,0.59672433,mercuric bromide,mercuric bromide results in decreased expression of TMEM163 mRNA,decreases^expression
TNFSF13,rs58840546-T,Alzheimer's disease,5e-8,0.92,Lead,Lead results in decreased expression of TNFSF13 mRNA,decreases^expression
TNRC6C,rs16970672-?,Psychosis and Alzheimer's disease,2e-6,1.29,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TNRC6C mRNA",affects^cotreatment|decreases^expression
TNRC6C,rs16970672-?,Psychosis and Alzheimer's disease,2e-6,1.29,methylmercuric chloride,methylmercuric chloride results in decreased expression of TNRC6C mRNA,decreases^expression
TPCN2,rs10896430-?,Alzheimer's disease in non-APOE e4 carriers,2e-6,1.684,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TPCN2 mRNA",affects^cotreatment|increases^expression
TPD52,rs1426149-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",2e-6,1.1703466,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TPD52 mRNA",affects^cotreatment|decreases^expression
TPD52,rs1426149-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",2e-6,1.1703466,methylmercuric chloride,methylmercuric chloride results in decreased expression of TPD52 mRNA,decreases^expression
TRA2B,rs367572673-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias in APOE e4 non-carriers",2e-6,0.5382135,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TRA2B mRNA",affects^cotreatment|decreases^expression
TRA2B,rs367572673-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias in APOE e4 non-carriers",2e-6,0.5382135,methylmercuric chloride,methylmercuric chloride results in decreased expression of TRA2B mRNA,decreases^expression
TRAPPC6A,rs192775394-C,Alzheimer's disease (onset between ages 58 and 79),8e-9,1.88,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TRAPPC6A mRNA",affects^cotreatment|decreases^expression
TRAPPC6A,rs192775394-C,Alzheimer's disease (onset between ages 58 and 79),8e-9,1.88,mercuric bromide,mercuric bromide results in decreased expression of TRAPPC6A mRNA,decreases^expression
TRAPPC6A,rs192775394-C,Alzheimer's disease (onset between ages 58 and 79),8e-9,1.88,methylmercuric chloride,methylmercuric chloride results in decreased expression of TRAPPC6A mRNA,decreases^expression
TRH,rs34925435-?,Alzheimer's disease,5e-6,2.7270248,Lead,Lead affects the expression of TRH mRNA,affects^expression
TRH,rs34925435-?,Alzheimer's disease,5e-6,2.7270248,methylmercuric chloride,methylmercuric chloride results in decreased expression of TRH mRNA,decreases^expression
TRIB1,rs115038899-T,Alzheimer's disease,3e-8,1.08,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TRIB1 mRNA",affects^cotreatment|decreases^expression
TRIM56,rs10953322-?,Alzheimer's disease,5e-6,1.3187115,methylmercuric chloride,methylmercuric chloride results in increased expression of TRIM56 mRNA,increases^expression
TRPS1,rs75683771-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",3e-6,0.7774779,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TRPS1 mRNA",affects^cotreatment|increases^expression
TRPS1,rs75683771-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",3e-6,0.7774779,mercuric bromide,mercuric bromide results in increased expression of TRPS1 mRNA,increases^expression
TRPS1,rs75683771-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",3e-6,0.7774779,methylmercuric chloride,methylmercuric chloride results in increased expression of TRPS1 mRNA,increases^expression
TSHZ1,rs28377869-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",8e-6,1.2671877,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TSHZ1 mRNA",affects^cotreatment|increases^expression
TSHZ1,rs28377869-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",8e-6,1.2671877,methylmercuric chloride,methylmercuric chloride results in increased expression of TSHZ1 mRNA,increases^expression
TSHZ2,rs6097145-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset <75)",6e-7,1.3604289,Lead,Lead results in increased expression of TSHZ2 mRNA,increases^expression
TSHZ2,rs6097145-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset <75)",6e-7,1.3604289,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TSHZ2 mRNA",affects^cotreatment|decreases^expression
TSHZ2,rs6097145-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset <75)",6e-7,1.3604289,methylmercuric chloride,methylmercuric chloride results in decreased expression of TSHZ2 mRNA,decreases^expression
TSPOAP1-AS1,rs2526377-G,Alzheimer's disease,2e-12,0.95,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of TSPOAP1-AS1 mRNA",affects^cotreatment|decreases^expression
TSPOAP1-AS1,rs2526377-G,Alzheimer's disease,2e-12,0.95,mercuric bromide,mercuric bromide results in decreased expression of TSPOAP1-AS1 mRNA,decreases^expression
TSPOAP1-AS1,rs2526377-G,Alzheimer's disease,2e-12,0.95,methylmercuric chloride,methylmercuric chloride results in decreased expression of TSPOAP1-AS1 mRNA,decreases^expression
UBE2QL1,rs553467-A,Alzheimer's disease,5e-7,1.6,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of UBE2QL1 mRNA",affects^cotreatment|decreases^expression
UBE2QL1,rs553467-A,Alzheimer's disease,5e-7,1.6,mercuric bromide,mercuric bromide results in decreased expression of UBE2QL1 mRNA,decreases^expression
UBE2QL1,rs553467-A,Alzheimer's disease,5e-7,1.6,methylmercuric chloride,methylmercuric chloride results in decreased expression of UBE2QL1 mRNA,decreases^expression
UBE2R2,rs144521193-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias in APOE e4 non-carriers",3e-6,0.5470582,Lead,Lead affects the splicing of UBE2R2 mRNA,affects^splicing
UBE2R2,rs144521193-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias in APOE e4 non-carriers",3e-6,0.5470582,lead acetate,lead acetate results in increased expression of UBE2R2 mRNA,increases^expression
UBE2W,rs113926636-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",2e-6,1.3909681,methylmercuric chloride,methylmercuric chloride results in decreased expression of UBE2W mRNA,decreases^expression
UGGT2,rs12877250-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset <75)",5e-6,1.4233311,methylmercuric chloride,methylmercuric chloride results in decreased expression of UGGT2 mRNA,decreases^expression
UQCRFS1,rs62111618-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",6e-6,1.3924991,Lead,Lead affects the methylation of UQCRFS1 gene,affects^methylation
USP13,rs142453422-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset <75)",3e-6,0.61903095,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of USP13 mRNA",affects^cotreatment|decreases^expression
USP13,rs142453422-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset <75)",3e-6,0.61903095,lead acetate,[lead acetate co-treated with zinc protoporphyrin] results in increased expression of USP13 mRNA,affects^cotreatment|increases^expression
VAPA,rs28372356-?,Alzheimer's disease,2e-8,1.65,lead acetate,lead acetate results in decreased expression of VAPA protein,decreases^expression
VAPA,rs28372356-?,Alzheimer's disease,2e-8,1.65,methylmercuric chloride,methylmercuric chloride results in decreased expression of VAPA mRNA,decreases^expression
VAV2,rs79456223-C,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",9e-6,0.7239739,Lead,Lead affects the splicing of VAV2 mRNA,affects^splicing
VLDLR,rs1999521-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",6e-6,1.2596073,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of VLDLR mRNA",affects^cotreatment|increases^expression
VLDLR,rs1999521-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",6e-6,1.2596073,methylmercuric chloride,methylmercuric chloride results in increased expression of VLDLR mRNA,increases^expression
VSNL1,rs4038131-?,Psychosis and Alzheimer's disease,6e-7,1.5384616,Lead,Lead affects the expression of VSNL1 mRNA,affects^expression
VSNL1,rs4038131-?,Psychosis and Alzheimer's disease,6e-7,1.5384616,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of VSNL1 mRNA",affects^cotreatment|decreases^expression
VSNL1,rs4038131-?,Psychosis and Alzheimer's disease,6e-7,1.5384616,methylmercuric chloride,methylmercuric chloride results in decreased expression of VSNL1 mRNA,decreases^expression
VTI1A,rs2479040-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",1e-7,0.76177806,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of VTI1A mRNA",affects^cotreatment|decreases^expression
VTI1A,rs2479040-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",1e-7,0.76177806,methylmercuric chloride,methylmercuric chloride results in decreased expression of VTI1A mRNA,decreases^expression
WDR12,rs139643391-T,Alzheimer's disease,1e-8,0.94,methylmercuric chloride,methylmercuric chloride results in increased expression of WDR12 mRNA,increases^expression
WNT3,rs199515-G,Alzheimer's disease,9e-13,0.94,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of WNT3 mRNA",affects^cotreatment|increases^expression
WWC1,rs113783161-?,Rapidly progressive Alzheimer's disease (typical) (case-control set 3),5e-6,0.4251,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of WWC1 mRNA",affects^cotreatment|increases^expression
XPR1,rs113811851-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias in APOE e4 non-carriers",4e-6,0.6891475,methylmercuric chloride,methylmercuric chloride results in decreased expression of XPR1 mRNA,decreases^expression
XYLT1,rs149979242-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",2e-6,0.68269986,Phenylmercuric Acetate,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of XYLT1 mRNA",affects^cotreatment|decreases^expression
XYLT1,rs149979242-T,"Alzheimer's disease, proxy Alzheimer's disease or related dementias",2e-6,0.68269986,methylmercuric chloride,methylmercuric chloride results in decreased expression of XYLT1 mRNA,decreases^expression
XYLT2,rs140564244-A,"Alzheimer's disease, proxy Alzheimer's disease or related dementias (age of onset >=75)",8e-6,1.343395,Lead,Lead affects the expression of XYLT2 mRNA,affects^expression
ZBTB16,rs441434-?,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3),8e-6,2.319,Mercury,Mercury results in increased expression of ZBTB16 mRNA,increases^expression
